,Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
922,What We Do in the Shadows,(2014),86 min,7.6,76        ,"182,578",$3.33M,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts."
923,Sicario,(2015),121 min,7.6,82        ,"424,841",$46.89M,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
924,Creed,(II) (2015),133 min,7.6,82        ,"271,651",$109.77M,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
925,Leviafan,(2014),140 min,7.6,92        ,"53,556",$1.09M,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family."
926,Hell or High Water,(II) (2016),102 min,7.6,88        ,"229,440",$26.86M,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.
927,Philomena,(2013),98 min,7.6,77        ,"100,101",$37.71M,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
928,Dawn of the Planet of the Apes,(2014),130 min,7.6,79        ,"439,413",$208.55M,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
929,Serbuan maut,(2011),101 min,7.6,73        ,"204,289",$4.11M,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.
930,End of Watch,(2012),109 min,7.6,68        ,"247,503",$41.00M,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
931,A Star Is Born,(2018),136 min,7.6,88        ,"379,475",$215.29M,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
932,True Grit,(2010),110 min,7.6,80        ,"337,525",$171.24M,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
933,Despicable Me,(2010),95 min,7.6,72        ,"543,267",$251.51M,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
934,50/50,(2011),100 min,7.6,72        ,"329,819",$35.01M,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease."
935,Kick-Ass,(2010),117 min,7.6,66        ,"559,264",$48.07M,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
936,Celda 211,(2009),113 min,7.6,****,"67,729",%^%^%^,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal."
937,Moneyball,(2011),133 min,7.6,87        ,"419,470",$75.61M,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
938,La piel que habito,(2011),120 min,7.6,70        ,"152,198",$3.19M,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession."
939,The Blind Side,(2009),129 min,7.6,53        ,"329,791",$255.96M,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
940,Gake no ue no Ponyo,(2008),101 min,7.6,86        ,"142,797",$15.09M,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
941,Superbad,(2007),113 min,7.6,76        ,"574,209",$121.46M,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
942,Seven Pounds,(2008),123 min,7.6,36        ,"302,057",$69.95M,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
943,Eastern Promises,(2007),100 min,7.6,82        ,"242,270",$17.11M,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.
944,Stardust,(2007),127 min,7.6,66        ,"271,816",$38.63M,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
945,United 93,(2006),111 min,7.6,90        ,"106,430",$31.57M,"A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot."
946,The Last King of Scotland,(2006),123 min,7.6,74        ,"186,094",$17.61M,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.
947,Inside Man,(2006),129 min,7.6,76        ,"371,125",$88.51M,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
948,Gone Baby Gone,(2007),114 min,7.6,72        ,"271,596",$20.30M,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
949,Kung Fu Panda,(2008),92 min,7.6,74        ,"464,886",$215.43M,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
950,Control,(2007),122 min,7.6,78        ,"65,365",$0.87M,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23."
951,300,(2006),117 min,7.6,52        ,"813,942",$210.61M,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
952,Match Point,(2005),124 min,7.6,72        ,"217,820",$23.09M,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law."
953,Watchmen,(2009),162 min,7.6,56        ,"548,213",$107.51M,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
954,Lord of War,(2005),122 min,7.6,62        ,"316,317",$24.15M,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.
955,Saw,(2004),103 min,7.6,46        ,"417,071",$56.00M,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
956,Un long dimanche de fiançailles,(2004),133 min,7.6,76        ,"73,907",$6.17M,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One."
957,The Station Agent,(2003),89 min,7.6,81        ,"70,625",$5.74M,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss."
958,25th Hour,(2002),135 min,7.6,68        ,"178,652",$13.06M,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term."
959,The Butterfly Effect,(2004),113 min,7.6,30        ,"486,411",$57.94M,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
960,I Am Sam,(2001),132 min,7.6,28        ,"150,141",$40.31M,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.
961,The Royal Tenenbaums,(2001),110 min,7.6,76        ,"291,001",$52.36M,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
962,Harry Potter and the Sorcerer's Stone,(2001),152 min,7.6,65        ,"765,807",$317.58M,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
963,The Others,(2001),101 min,7.6,74        ,"364,390",$96.52M,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
964,Traffic,(2000),147 min,7.6,86        ,"207,303",$124.12M,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business."
965,American Psycho,(2000),102 min,7.6,64        ,"594,954",$15.07M,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
966,Rushmore,(1998),93 min,7.6,86        ,"185,145",$17.11M,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta."
967,Star Wars: Episode III - Revenge of the Sith,(2005),140 min,7.6,68        ,"782,601",$380.26M,"Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy."
